1.0408743677e-03;9.0620992664e-01;5.3990936508e-01;4.5777690482e-01;4.9017688762e-01;4.9328873514e-01;5.3097523295e-01;5.3022662369e-01;4.9767067320e-01;1;
4.8752245381e-05;4.2156030773e-01;1.3697434224e+00;-5.6797004796e-01;7.0498865883e-02;-5.1599513834e-01;2.0728695563e+00;3.8548218491e-01;-5.6127526229e-01;0;
2.1581999444e-04;6.3739944007e-01;8.8488265393e-01;-1.2070487444e+00;5.3693445935e-01;6.3011581687e-01;1.0974968771e+00;-8.2848404288e-02;-1.1454867698e+00;-1;
3.4766761142e-04;5.9397340753e-01;1.1739044129e+00;-2.2845171172e+00;1.3241083103e-01;-7.8992079258e-01;1.1225433755e+00;-2.9253746990e-03;-1.2143484380e+00;-1;
6.6715690164e-05;4.3735547016e-01;1.5819240503e+00;-2.4901431135e+00;-2.8947454732e-01;-2.9856629709e+00;1.5006046264e-02;3.4277539179e-01;-1.0846480577e+00;-1;
1.3875209736e-04;7.8939774847e-01;3.4348771834e-01;-1.3309910879e+00;1.5546679237e-01;-3.3105819417e+00;4.2215291746e-01;-2.6677144605e-01;-1.5950098995e+00;-2;
4.0464121070e-06;2.5076422337e-01;1.4569847955e+00;-2.6072678284e+00;9.6994378414e-01;-5.3473210455e+00;1.6684024644e+00;1.1961417212e+00;-2.2954564676e+00;-3;
1.6728584709e-04;4.1740347808e-01;1.2285953159e+00;-3.7933433824e+00;1.2201434128e+00;-4.5755852401e+00;3.0865142895e+00;1.5390529214e+00;-1.6713461599e+00;-2;
4.4660214122e-04;8.4108216957e-01;1.9111400659e+00;-4.8728808175e+00;9.3110884126e-01;-3.8121298751e+00;3.0023179275e+00;1.2933562694e+00;-1.6094501768e+00;-2;
9.5634440356e-05;4.6949773105e-01;1.1927464796e+00;-5.7213689353e+00;1.0011831836e+00;-2.8074422048e+00;4.6657233277e+00;1.0260500853e+00;-5.6971895697e-01;-1;
2.7623767640e-04;5.6872339911e-01;2.1953276397e-01;-4.8263783193e+00;1.6597872969e-01;-2.4779861339e+00;5.1598852674e+00;1.6302481038e+00;6.2889975890e-01;1;
6.3267714269e-06;6.3930606222e-02;2.4218320086e+00;-5.1840827108e+00;-2.0692152351e+00;-2.8122360208e+00;3.0668800676e+00;1.7266906329e+00;-1.3660873220e+00;-1;
7.4781089785e-05;5.8299471210e-01;2.0544640892e+00;-5.7183608236e+00;-1.7996574542e+00;-2.1587834238e+00;3.3161312787e+00;3.8069763223e+00;-1.0341124992e+00;-1;
1.3902991166e-04;4.9739308721e-01;3.1271480038e+00;-6.8245748798e+00;-2.8654119335e+00;-2.0980898095e+00;3.1607961176e+00;4.7116142289e+00;-8.9350335550e-01;-1;
7.6984607434e-06;3.0961545148e-01;2.0900485957e+00;-9.5741496323e+00;-3.3453717115e+00;-2.3190462347e+00;2.1284191984e+00;4.9660469883e+00;-1.4440575813e-01;-1;
1.7800717994e-04;5.7951361821e-01;1.0645911010e+00;-9.1978094221e+00;-2.6492408574e+00;-2.1970862860e+00;1.4700745382e+00;4.6746641932e+00;-1.4338656415e+00;-1;
1.1564312451e-04;2.4134887483e-01;3.2992467272e-01;-8.1971719759e+00;-1.3125619619e+00;-3.0768709096e+00;7.4701612884e-01;5.4089796964e+00;-8.1853861633e-01;-1;
3.9728271207e-06;1.7359035094e-01;-3.1169041024e-01;-9.9290210626e+00;4.6270668711e-01;-1.5880129055e-01;1.1795802990e+00;5.8202994423e+00;-4.9065439211e-01;-0;
3.5715599025e-04;7.3369205808e-01;5.9269251981e-01;-9.8627195849e+00;1.7868413817e-01;-1.3552737667e-01;2.2899828080e+00;5.5811917919e+00;-1.3780890256e+00;-1;
4.4307584224e-05;2.9743652016e-01;1.1627500890e+00;-1.0555825057e+01;3.9796269234e-01;-1.3552406674e+00;3.0344862845e+00;3.0136472956e+00;-2.2396627883e+00;-3;
8.0390600025e-05;4.5232603700e-01;1.3615032710e+00;-1.0031526778e+01;2.0715735104e+00;-1.4752210761e+00;2.2971246445e+00;4.6906234115e+00;-2.2813176295e+00;-2;
9.4259276415e-04;7.9765551163e-01;1.1051262536e+00;-1.0282274587e+01;8.8429811765e-01;-1.3157203213e+00;2.5961183754e+00;5.1301892440e+00;-2.1634985074e+00;-2;
1.2565661469e-04;6.2394236102e-01;1.4688918757e+00;-1.0179024044e+01;5.9765803236e-01;-5.0508853967e-01;1.7907435180e+00;6.2223293480e+00;-7.1419375102e-01;-0;
1.5382274115e-05;2.1282088158e-01;2.6722859118e+00;-1.2439812787e+01;-7.6963185693e-01;-1.3514507958e+00;1.7231412646e+00;6.2053943968e+00;-6.9443147871e-01;-1;
6.2533487298e-05;3.0471238946e-01;2.6210363154e+00;-1.1252272742e+01;4.9062586824e-02;4.6002031760e-01;1.3968739684e+00;5.1582126299e+00;-8.0013138040e-01;-1;
3.8104228086e-05;2.3204380025e-01;2.0154867639e+00;-1.2630510896e+01;6.1713871362e-01;2.4144375165e+00;2.9619878965e+00;4.5281674083e+00;-1.3653964824e+00;-1;
1.7315833138e-04;6.6430267897e-01;3.1819635912e+00;-1.2269199778e+01;1.5891222078e+00;2.8691022834e+00;3.7613977851e+00;3.9731974575e+00;-3.1136777636e+00;-3;
1.1014956737e-05;2.2804243138e-01;2.5980924396e+00;-1.3110104700e+01;1.2206689750e+00;3.2685724577e+00;5.9184767523e+00;3.4722442364e+00;-4.6090098331e+00;-4;
1.6471814987e-05;3.8754473382e-01;2.3687319471e+00;-1.0867175950e+01;9.3622208985e-01;4.8847617588e+00;5.4662442443e+00;3.2505590146e+00;-5.4175372843e+00;-5;
4.2873448104e-05;4.1368778000e-01;4.7276379321e-01;-1.0994177994e+01;3.3343012819e-01;6.0326620010e+00;6.0815006858e+00;3.5370946542e+00;-6.2846632027e+00;-6;
2.1015691904e-05;1.7397487456e-01;2.7129659281e+00;-1.1710955689e+01;-1.0454727918e+00;6.8618740472e+00;3.7667891542e+00;5.0208127163e+00;-6.5272791814e+00;-6;
1.8710829958e-06;7.1014149485e-02;3.9645182347e+00;-1.3251125792e+01;5.2268966901e-01;6.3627007405e+00;4.5627877621e+00;3.8346065739e+00;-4.9583360323e+00;-5;
